company,category,item,fiscal_year,amount
컴포즈커피,① 인건비,급여와임금,2024,5693360000
컴포즈커피,① 인건비,급여와임금,2025,8077729000
컴포즈커피,① 인건비,퇴직급여,2024,391414000
컴포즈커피,① 인건비,퇴직급여,2025,861230000
컴포즈커피,② 복리후생비,교육훈련비,2024,16525000
컴포즈커피,② 복리후생비,교육훈련비,2025,1230000
컴포즈커피,② 복리후생비,도서인쇄비,2024,19237000
컴포즈커피,② 복리후생비,도서인쇄비,2025,1457000
컴포즈커피,② 복리후생비,복리후생비,2024,385609000
컴포즈커피,② 복리후생비,복리후생비,2025,632192000
컴포즈커피,② 복리후생비,여비교통비,2024,89156000
컴포즈커피,② 복리후생비,여비교통비,2025,162311000
컴포즈커피,③ 지급/용역수수료,지급수수료,2024,2439948000
컴포즈커피,③ 지급/용역수수료,지급수수료,2025,3718459000
컴포즈커피,④ 광고선전비,광고선전비,2024,7746788000
컴포즈커피,④ 광고선전비,광고선전비,2025,10078689000
컴포즈커피,④ 광고선전비,판매촉진비,2024,3000
컴포즈커피,④ 광고선전비,판매촉진비,2025,0
컴포즈커피,⑤ 임차/관리비,건물관리비,2024,35946000
컴포즈커피,⑤ 임차/관리비,건물관리비,2025,163295000
컴포즈커피,⑤ 임차/관리비,수도광열비,2024,47479000
컴포즈커피,⑤ 임차/관리비,수도광열비,2025,5358000
컴포즈커피,⑤ 임차/관리비,임차료,2024,97951000
컴포즈커피,⑤ 임차/관리비,임차료,2025,122288000
컴포즈커피,⑤ 임차/관리비,정보통신비,2024,6932000
컴포즈커피,⑤ 임차/관리비,정보통신비,2025,5007000
컴포즈커피,⑥ 감가상각비,감가상각비,2024,798015000
컴포즈커피,⑥ 감가상각비,감가상각비,2025,1279368000
컴포즈커피,⑥ 감가상각비,무형자산감가상각비,2024,218015000
컴포즈커피,⑥ 감가상각비,무형자산감가상각비,2025,289715000
컴포즈커피,⑦ 물류/운반비,운반비,2024,4571000
컴포즈커피,⑦ 물류/운반비,운반비,2025,12963943000
컴포즈커피,⑨ 기타판관비,보험료,2024,278334000
컴포즈커피,⑨ 기타판관비,보험료,2025,251743000
컴포즈커피,⑨ 기타판관비,사무용품비,2024,5486000
컴포즈커피,⑨ 기타판관비,사무용품비,2025,1118000
컴포즈커피,⑨ 기타판관비,세금과공과,2024,250405000
컴포즈커피,⑨ 기타판관비,세금과공과,2025,1996083000
컴포즈커피,⑨ 기타판관비,소모품비,2024,167891000
컴포즈커피,⑨ 기타판관비,소모품비,2025,82093000
컴포즈커피,⑨ 기타판관비,수선유지비,2024,5118000
컴포즈커피,⑨ 기타판관비,수선유지비,2025,0
컴포즈커피,⑨ 기타판관비,영업활동비,2024,118751000
컴포즈커피,⑨ 기타판관비,영업활동비,2025,179964000
컴포즈커피,⑨ 기타판관비,잡비,2024,1125000
컴포즈커피,⑨ 기타판관비,잡비,2025,0
컴포즈커피,⑨ 기타판관비,차량비,2024,121138000
컴포즈커피,⑨ 기타판관비,차량비,2025,450294000
컴포즈커피,리스부채,비유동리스부채,2024,472261903
컴포즈커피,리스부채,비유동리스부채,2025,192102363
컴포즈커피,리스부채,유동리스부채,2024,612390338
컴포즈커피,리스부채,유동리스부채,2025,522487935
컴포즈커피,부채총계,부채총계,2024,16930053997
컴포즈커피,부채총계,부채총계,2025,34858277055
컴포즈커피,사용권자산,사용권자산,2024,1612508969
컴포즈커피,사용권자산,사용권자산,2025,970542907
컴포즈커피,순운전자본+,매출채권및기타채권,2024,4915657380
컴포즈커피,순운전자본+,매출채권및기타채권,2025,2621424044
컴포즈커피,순운전자본+,현금및현금성자산,2024,48029463757
컴포즈커피,순운전자본+,현금및현금성자산,2025,74655892376
컴포즈커피,순운전자본-,기타유동금융부채,2024,0
컴포즈커피,순운전자본-,기타유동금융부채,2025,0
컴포즈커피,순운전자본-,매입채무및기타채무,2024,6675338143
컴포즈커피,순운전자본-,매입채무및기타채무,2025,25614582112
컴포즈커피,영업활동현금흐름,영업활동현금흐름,2024,17006069178
컴포즈커피,영업활동현금흐름,영업활동현금흐름,2025,29881345596
컴포즈커피,자본총계,자본총계,2024,58605337892
컴포즈커피,자본총계,자본총계,2025,69740905916
컴포즈커피,자산총계,자산총계,2024,75535391889
컴포즈커피,자산총계,자산총계,2025,104599000000
컴포즈커피,재고자산,재고자산,2024,4407504407
컴포즈커피,재고자산,재고자산,2025,5572848143
컴포즈커피,재무활동현금흐름,재무활동현금흐름,2024,-507148483
컴포즈커피,재무활동현금흐름,재무활동현금흐름,2025,-673060044
컴포즈커피,투자활동현금흐름,투자활동현금흐름,2024,17323675962
컴포즈커피,투자활동현금흐름,투자활동현금흐름,2025,-2581856933
컴포즈커피,현금의 증감,현금및현금성자산의순증가,2024,33822596657
컴포즈커피,현금의 증감,현금및현금성자산의순증가,2025,26626428619
코스맥스,Ⅰ. 매출액,수익,2023,1777494448320
코스맥스,Ⅰ. 매출액,수익,2024,2166089636742
코스맥스,Ⅰ. 매출액,수익,2025,2398757972848
코스맥스,Ⅱ. 매출원가,매출원가,2023,1483847710237
코스맥스,Ⅱ. 매출원가,매출원가,2024,1747882332515
코스맥스,Ⅱ. 매출원가,매출원가,2025,1989743208026
코스맥스,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2023,293646738083
코스맥스,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2024,418207304227
코스맥스,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2025,409014764822
코스맥스,Ⅳ. 판매비와 관리비,판매비와관리비,2023,177960958227
코스맥스,Ⅳ. 판매비와 관리비,판매비와관리비,2024,242812025122
코스맥스,Ⅳ. 판매비와 관리비,판매비와관리비,2025,213223103198
코스맥스,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2023,115685779856
코스맥스,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2024,175395279105
코스맥스,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2025,195791661624
코스맥스,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2023,37799983055
코스맥스,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2024,88417411666
코스맥스,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2025,131076173228
코스맥스,① 인건비,"급여,판관비",2024,64661024661
코스맥스,① 인건비,"급여,판관비",2025,69549427605
코스맥스,① 인건비,"상여,판관비",2024,11399781084
코스맥스,① 인건비,"상여,판관비",2025,7815571477
코스맥스,① 인건비,"퇴직급여,판관비",2024,5281341085
코스맥스,① 인건비,"퇴직급여,판관비",2025,5369378522
코스맥스,② 복리후생비,"교육훈련비,판관비",2024,350124431
코스맥스,② 복리후생비,"교육훈련비,판관비",2025,638018003
코스맥스,② 복리후생비,"도서인쇄비,판관비",2024,24180395
코스맥스,② 복리후생비,"도서인쇄비,판관비",2025,25331487
코스맥스,② 복리후생비,"복리후생비,판관비",2024,11804546243
코스맥스,② 복리후생비,"복리후생비,판관비",2025,12483927553
코스맥스,② 복리후생비,"여비교통비,판관비",2024,4677423316
코스맥스,② 복리후생비,"여비교통비,판관비",2025,4643280754
코스맥스,③ 지급/용역수수료,"수출제비용,판관비",2024,420355581
코스맥스,③ 지급/용역수수료,"수출제비용,판관비",2025,616395013
코스맥스,③ 지급/용역수수료,"지급수수료,판관비",2024,87625054114
코스맥스,③ 지급/용역수수료,"지급수수료,판관비",2025,71370504199
코스맥스,④ 광고선전비,"광고선전비,판관비",2024,4203975830
코스맥스,④ 광고선전비,"광고선전비,판관비",2025,6489935904
코스맥스,⑤ 임차/관리비,"임차관리비,판관비",2024,1757072323
코스맥스,⑤ 임차/관리비,"임차관리비,판관비",2025,1050038906
코스맥스,⑥ 감가상각비,"감가상각비,판관비",2024,8674400838
코스맥스,⑥ 감가상각비,"감가상각비,판관비",2025,9345656761
코스맥스,⑥ 감가상각비,"무형자산상각비,판관비",2024,4945028606
코스맥스,⑥ 감가상각비,"무형자산상각비,판관비",2025,4252064162
코스맥스,⑦ 물류/운반비,"운반비,판관비",2024,6130518634
코스맥스,⑦ 물류/운반비,"운반비,판관비",2025,7112202829
코스맥스,⑨ 기타판관비,대손상각비,2024,17206959584
코스맥스,⑨ 기타판관비,대손상각비,2025,-1555388289
코스맥스,⑨ 기타판관비,"보험료,판관비",2024,504419925
코스맥스,⑨ 기타판관비,"보험료,판관비",2025,492768442
코스맥스,⑨ 기타판관비,"세금과공과,판관비",2024,1342262764
코스맥스,⑨ 기타판관비,"세금과공과,판관비",2025,865241823
코스맥스,⑨ 기타판관비,"소모품비,판관비",2024,4655314956
코스맥스,⑨ 기타판관비,"소모품비,판관비",2025,4489208520
코스맥스,⑨ 기타판관비,"수도광열비,판관비",2024,357844965
코스맥스,⑨ 기타판관비,"수도광열비,판관비",2025,458185720
코스맥스,⑨ 기타판관비,"수선비,판관비",2024,364883426
코스맥스,⑨ 기타판관비,"수선비,판관비",2025,383007875
코스맥스,⑨ 기타판관비,"연구개발비,판관비",2024,1471457551
코스맥스,⑨ 기타판관비,"연구개발비,판관비",2025,2337895756
코스맥스,⑨ 기타판관비,"접대비,판관비",2024,3368053999
코스맥스,⑨ 기타판관비,"접대비,판관비",2025,3422401762
코스맥스,⑨ 기타판관비,"차량유지비,판관비",2024,379556389
코스맥스,⑨ 기타판관비,"차량유지비,판관비",2025,333858198
코스맥스,⑨ 기타판관비,"통신비,판관비",2024,1206444422
코스맥스,⑨ 기타판관비,"통신비,판관비",2025,1234190216
코스맥스,부채총계,부채총계,2023,1198515835534
코스맥스,부채총계,부채총계,2024,1424903002848
코스맥스,부채총계,부채총계,2025,1513074591553
코스맥스,순운전자본+,단기금융자산,2023,51650345360
코스맥스,순운전자본+,단기금융자산,2024,46246113220
코스맥스,순운전자본+,단기금융자산,2025,42807748360
코스맥스,순운전자본+,매출채권,2023,271522375821
코스맥스,순운전자본+,매출채권,2024,349166438038
코스맥스,순운전자본+,매출채권,2025,426885433744
코스맥스,순운전자본+,현금및현금성자산,2023,256890168641
코스맥스,순운전자본+,현금및현금성자산,2024,256411937856
코스맥스,순운전자본+,현금및현금성자산,2025,192279928597
코스맥스,순운전자본-,단기금융부채,2023,529518589251
코스맥스,순운전자본-,단기금융부채,2024,609382334585
코스맥스,순운전자본-,단기금융부채,2025,772272966210
코스맥스,순운전자본-,매입채무,2023,240823168835
코스맥스,순운전자본-,매입채무,2024,231093305533
코스맥스,순운전자본-,매입채무,2025,270686139601
코스맥스,영업활동현금흐름,영업활동현금흐름,2023,231020761952
코스맥스,영업활동현금흐름,영업활동현금흐름,2024,72966186220
코스맥스,영업활동현금흐름,영업활동현금흐름,2025,86704661578
코스맥스,이익잉여금,이익잉여금,2023,313066873788
코스맥스,이익잉여금,이익잉여금,2024,383575482948
코스맥스,이익잉여금,이익잉여금,2025,483417519872
코스맥스,자본총계,자본총계,2023,358561439285
코스맥스,자본총계,자본총계,2024,508810486465
코스맥스,자본총계,자본총계,2025,612343808452
코스맥스,자산총계,자산총계,2023,1557077274819
코스맥스,자산총계,자산총계,2024,1933713489313
코스맥스,자산총계,자산총계,2025,2125418400005
코스맥스,재고자산,재고자산,2023,218401261040
코스맥스,재고자산,재고자산,2024,257029474049
코스맥스,재고자산,재고자산,2025,270823198801
코스맥스,재무활동현금흐름,재무활동현금흐름,2023,-39181921094
코스맥스,재무활동현금흐름,재무활동현금흐름,2024,67515595138
코스맥스,재무활동현금흐름,재무활동현금흐름,2025,28332445263
코스맥스,투자활동현금흐름,투자활동현금흐름,2023,-104549447579
코스맥스,투자활동현금흐름,투자활동현금흐름,2024,-160026022210
코스맥스,투자활동현금흐름,투자활동현금흐름,2025,-179427912301
코스맥스,현금의 증감,현금및현금성자산의순증가,2023,87680321736
코스맥스,현금의 증감,현금및현금성자산의순증가,2024,-675308785
코스맥스,현금의 증감,현금및현금성자산의순증가,2025,-64132009259
코스알엑스,Ⅰ. 매출액,매출액,2024,589846286459
코스알엑스,Ⅰ. 매출액,매출액,2025,456246005204
코스알엑스,Ⅱ. 매출원가,매출원가,2024,176584048773
코스알엑스,Ⅱ. 매출원가,매출원가,2025,127018552653
코스알엑스,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2024,413262237686
코스알엑스,Ⅲ. 매출총이익(Ⅰ - Ⅱ),매출총이익,2025,329227452551
코스알엑스,Ⅳ. 판매비와 관리비,판매비와관리비,2024,236290441555
코스알엑스,Ⅳ. 판매비와 관리비,판매비와관리비,2025,215212183092
코스알엑스,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2024,176971796131
코스알엑스,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2025,114015269459
코스알엑스,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2024,146439454834
코스알엑스,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2025,91713999099
코스알엑스,① 인건비,급여및퇴직급여,2024,15860667000
코스알엑스,① 인건비,급여및퇴직급여,2025,18190396000
코스알엑스,② 복리후생비,복리후생비,2024,1184547000
코스알엑스,② 복리후생비,복리후생비,2025,2561703000
코스알엑스,③ 지급/용역수수료,수출비,2024,88993358000
코스알엑스,③ 지급/용역수수료,수출비,2025,68398044000
코스알엑스,③ 지급/용역수수료,지급수수료,2024,5160689000
코스알엑스,③ 지급/용역수수료,지급수수료,2025,6176650000
코스알엑스,④ 광고선전비,광고선전비및판매촉진비,2024,62162637000
코스알엑스,④ 광고선전비,광고선전비및판매촉진비,2025,67136915000
코스알엑스,⑤ 임차/관리비,임차료,2024,4318493000
코스알엑스,⑤ 임차/관리비,임차료,2025,4252895000
코스알엑스,⑥ 감가상각비,감가상각비및무형자산상각비,2024,3082572000
코스알엑스,⑥ 감가상각비,감가상각비및무형자산상각비,2025,3524853000
코스알엑스,⑦ 물류/운반비,운반비,2024,3110798000
코스알엑스,⑦ 물류/운반비,운반비,2025,2872708000
코스알엑스,⑨ 기타판관비,기타,2024,51527704
코스알엑스,⑨ 기타판관비,기타,2025,40149766000
코스알엑스,⑨ 기타판관비,세금과공과,2024,888977000
코스알엑스,⑨ 기타판관비,세금과공과,2025,1948253000
코스알엑스,리스부채,리스비유동부채,2023,4126363705
코스알엑스,리스부채,리스비유동부채,2024,2230591277
코스알엑스,리스부채,리스비유동부채,2025,166769747
코스알엑스,리스부채,리스유동부채,2023,1918769328
코스알엑스,리스부채,리스유동부채,2024,2065589145
코스알엑스,리스부채,리스유동부채,2025,2057484619
코스알엑스,부채총계,부채총계,2023,60514361405
코스알엑스,부채총계,부채총계,2024,51971123052
코스알엑스,부채총계,부채총계,2025,68679072346
코스알엑스,사용권자산,사용권자산,2023,6107013559
코스알엑스,사용권자산,사용권자산,2024,4210950771
코스알엑스,사용권자산,사용권자산,2025,2118241587
코스알엑스,순운전자본+,당기손익-공정가치측정금융자산,2024,20300535224
코스알엑스,순운전자본+,당기손익-공정가치측정금융자산,2025,29275442591
코스알엑스,순운전자본+,매출채권,2023,17369904662
코스알엑스,순운전자본+,매출채권,2024,24442751639
코스알엑스,순운전자본+,매출채권,2025,22064696790
코스알엑스,순운전자본+,현금및현금성자산,2023,177022163317
코스알엑스,순운전자본+,현금및현금성자산,2024,139173737596
코스알엑스,순운전자본+,현금및현금성자산,2025,125816520365
코스알엑스,순운전자본-,기타지급채무,2023,5113646518
코스알엑스,순운전자본-,기타지급채무,2024,6273108668
코스알엑스,순운전자본-,기타지급채무,2025,12624160215
코스알엑스,순운전자본-,매입채무,2023,8170563623
코스알엑스,순운전자본-,매입채무,2024,1682058454
코스알엑스,순운전자본-,매입채무,2025,25399806515
코스알엑스,영업활동현금흐름,영업활동으로인한현금흐름,2024,101077034895
코스알엑스,영업활동현금흐름,영업활동으로인한현금흐름,2025,137243239931
코스알엑스,이익잉여금,이익잉여금,2023,219131185407
코스알엑스,이익잉여금,이익잉여금,2024,245490889879
코스알엑스,이익잉여금,이익잉여금,2025,187515188343
코스알엑스,자본총계,자본총계,2023,228920083950
코스알엑스,자본총계,자본총계,2024,259475818490
코스알엑스,자본총계,자본총계,2025,203388420892
코스알엑스,자산총계,자산총계,2023,289434445355
코스알엑스,자산총계,자산총계,2024,311446941542
코스알엑스,자산총계,자산총계,2025,272067493238
코스알엑스,재고자산,재고자산,2023,70449321177
코스알엑스,재고자산,재고자산,2024,99355763761
코스알엑스,재고자산,재고자산,2025,70301957880
코스알엑스,재무활동현금흐름,재무활동으로인한현금흐름,2024,-120068680374
코스알엑스,재무활동현금흐름,재무활동으로인한현금흐름,2025,-150118216260
코스알엑스,투자활동현금흐름,투자활동으로인한현금흐름,2024,-22443442753
코스알엑스,투자활동현금흐름,투자활동으로인한현금흐름,2025,-2824555681
쿠팡,Ⅰ. 매출액,매출액,2024,38298800000000
쿠팡,Ⅰ. 매출액,매출액,2025,45455500000000
쿠팡,Ⅱ. 매출원가,매출원가,2024,27120500000000
쿠팡,Ⅱ. 매출원가,매출원가,2025,31285900000000
쿠팡,Ⅳ. 판매비와 관리비,영업일반관리비,2024,9553840000000
쿠팡,Ⅳ. 판매비와 관리비,영업일반관리비,2025,11881300000000
쿠팡,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2024,1624520000000
쿠팡,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2025,2288360000000
쿠팡,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2024,1159840000000
쿠팡,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2025,1589150000000
쿠팡,① 인건비,인건비,2024,7216540000000
쿠팡,① 인건비,인건비,2025,8849650000000
쿠팡,③ 지급/용역수수료,서비스이용수수료,2024,2938400000000
쿠팡,③ 지급/용역수수료,서비스이용수수료,2025,4234790000000
쿠팡,④ 광고선전비,광고선전비,2024,1034550000000
쿠팡,④ 광고선전비,광고선전비,2025,1262170000000
쿠팡,⑥ 감가상각비,감가상각비와무형자산상각비,2024,1212940000000
쿠팡,⑥ 감가상각비,감가상각비와무형자산상각비,2025,1569700000000
쿠팡,⑦ 물류/운반비,운반및임차료,2024,2599050000000
쿠팡,⑦ 물류/운반비,운반및임차료,2025,3046380000000
쿠팡,⑨ 기타판관비,세금과공과,2024,204150000000
쿠팡,⑨ 기타판관비,세금과공과,2025,266554000000
쿠팡,⑨ 기타판관비,소모품등매입,2024,469011000000
쿠팡,⑨ 기타판관비,소모품등매입,2025,512287000000
쿠팡,리스부채,비유동리스부채,2024,2286820000000
쿠팡,리스부채,비유동리스부채,2025,3276810000000
쿠팡,리스부채,유동리스부채,2024,542638000000
쿠팡,리스부채,유동리스부채,2025,688846000000
쿠팡,부채총계,부채총계,2024,13270200000000
쿠팡,부채총계,부채총계,2025,15962200000000
쿠팡,사용권자산,사용권자산,2024,2496110000000
쿠팡,사용권자산,사용권자산,2025,3510280000000
쿠팡,순운전자본+,기타유동금융자산,2024,224424000000
쿠팡,순운전자본+,기타유동금융자산,2025,239537000000
쿠팡,순운전자본+,단기금융자산,2024,884373000000
쿠팡,순운전자본+,단기금융자산,2025,279782000000
쿠팡,순운전자본+,매출채권,2024,353095000000
쿠팡,순운전자본+,매출채권,2025,408396000000
쿠팡,순운전자본+,현금및현금성자산,2024,5771320000000
쿠팡,순운전자본+,현금및현금성자산,2025,6910490000000
쿠팡,순운전자본-,기타유동금융부채,2024,111965000000
쿠팡,순운전자본-,기타유동금융부채,2025,101662000000
쿠팡,순운전자본-,단기차입금,2024,11808000000
쿠팡,순운전자본-,단기차입금,2025,32000000
쿠팡,순운전자본-,매입채무및기타채무,2024,7898160000000
쿠팡,순운전자본-,매입채무및기타채무,2025,8951100000000
쿠팡,순운전자본-,유동성장기차입금,2024,231000000
쿠팡,순운전자본-,유동성장기차입금,2025,0
쿠팡,영업활동현금흐름,영업활동으로인한현금흐름,2024,3742100000000
쿠팡,영업활동현금흐름,영업활동으로인한현금흐름,2025,4648750000000
쿠팡,이익잉여금,이익잉여금,2024,3508280000000
쿠팡,이익잉여금,이익잉여금,2025,3631530000000
쿠팡,자본총계,자본총계,2024,4426930000000
쿠팡,자본총계,자본총계,2025,4889090000000
쿠팡,자산총계,자산총계,2024,17697100000000
쿠팡,자산총계,자산총계,2025,20851300000000
쿠팡,재고자산,재고자산,2024,2475560000000
쿠팡,재고자산,재고자산,2025,2765300000000
쿠팡,재무활동현금흐름,재무활동으로인한현금흐름,2024,-680240000000
쿠팡,재무활동현금흐름,재무활동으로인한현금흐름,2025,-2023920000000
쿠팡,투자활동현금흐름,투자활동으로인한현금흐름,2024,-1589280000000
쿠팡,투자활동현금흐름,투자활동으로인한현금흐름,2025,-1504180000000
쿠팡,현금의 증감,현금및현금성자산의증가,2024,1472580000000
쿠팡,현금의 증감,현금및현금성자산의증가,2025,1120650000000
쿠팡로지스틱스,Ⅰ. 매출액,영업수익,2024,3834950000000
쿠팡로지스틱스,Ⅰ. 매출액,영업수익,2025,4721400000000
쿠팡로지스틱스,Ⅳ. 판매비와 관리비,영업비용,2024,3779810000000
쿠팡로지스틱스,Ⅳ. 판매비와 관리비,영업비용,2025,4591360000000
쿠팡로지스틱스,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2024,55133807000
쿠팡로지스틱스,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2025,130038000000
쿠팡로지스틱스,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2024,34273585000
쿠팡로지스틱스,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2025,65064416000
쿠팡로지스틱스,① 인건비,인건비,2024,1029460000000
쿠팡로지스틱스,① 인건비,인건비,2025,1248100000000
쿠팡로지스틱스,③ 지급/용역수수료,서비스이용수수료,2024,149797000000
쿠팡로지스틱스,③ 지급/용역수수료,서비스이용수수료,2025,207722000000
쿠팡로지스틱스,⑥ 감가상각비,감가상각비및무형자산상각비,2024,217226000000
쿠팡로지스틱스,⑥ 감가상각비,감가상각비및무형자산상각비,2025,285556000000
쿠팡로지스틱스,⑦ 물류/운반비,운반및임차료,2024,2331670000000
쿠팡로지스틱스,⑦ 물류/운반비,운반및임차료,2025,2791010000000
쿠팡로지스틱스,⑨ 기타판관비,기타,2024,20721037000
쿠팡로지스틱스,⑨ 기타판관비,기타,2025,20338158000
쿠팡로지스틱스,⑨ 기타판관비,세금과공과,2024,5610614000
쿠팡로지스틱스,⑨ 기타판관비,세금과공과,2025,9014966000
쿠팡로지스틱스,⑨ 기타판관비,소모품등매입,2024,25327295000
쿠팡로지스틱스,⑨ 기타판관비,소모품등매입,2025,29611778000
쿠팡로지스틱스,리스부채,비유동리스부채,2024,527925000000
쿠팡로지스틱스,리스부채,비유동리스부채,2025,732532000000
쿠팡로지스틱스,리스부채,유동리스부채,2024,139876000000
쿠팡로지스틱스,리스부채,유동리스부채,2025,197102000000
쿠팡로지스틱스,부채총계,부채총계,2024,1372460000000
쿠팡로지스틱스,부채총계,부채총계,2025,1748300000000
쿠팡로지스틱스,사용권자산,사용권자산,2024,627830000000
쿠팡로지스틱스,사용권자산,사용권자산,2025,849049000000
쿠팡로지스틱스,순운전자본+,기타유동금융자산,2024,60577347000
쿠팡로지스틱스,순운전자본+,기타유동금융자산,2025,66483700000
쿠팡로지스틱스,순운전자본+,매출채권,2024,501670000000
쿠팡로지스틱스,순운전자본+,매출채권,2025,638860000000
쿠팡로지스틱스,순운전자본+,현금및현금성자산,2024,162944000000
쿠팡로지스틱스,순운전자본+,현금및현금성자산,2025,23073523000
쿠팡로지스틱스,순운전자본-,매입채무및기타채무,2024,499297000000
쿠팡로지스틱스,순운전자본-,매입채무및기타채무,2025,558845000000
쿠팡로지스틱스,영업활동현금흐름,영업활동으로인한현금흐름,2024,200917000000
쿠팡로지스틱스,영업활동현금흐름,영업활동으로인한현금흐름,2025,301662000000
쿠팡로지스틱스,이익잉여금,이익잉여금,2024,104096000000
쿠팡로지스틱스,이익잉여금,이익잉여금,2025,169160000000
쿠팡로지스틱스,자본총계,자본총계,2024,456609000000
쿠팡로지스틱스,자본총계,자본총계,2025,537429000000
쿠팡로지스틱스,자산총계,자산총계,2024,1829070000000
쿠팡로지스틱스,자산총계,자산총계,2025,2285730000000
쿠팡로지스틱스,재무활동현금흐름,재무활동으로인한현금흐름,2024,71792667000
쿠팡로지스틱스,재무활동현금흐름,재무활동으로인한현금흐름,2025,-138167000000
쿠팡로지스틱스,투자활동현금흐름,투자활동으로인한현금흐름,2024,-173225000000
쿠팡로지스틱스,투자활동현금흐름,투자활동으로인한현금흐름,2025,-303366000000
쿠팡로지스틱스,현금의 증감,현금및현금성자산의증가,2024,99484612000
쿠팡로지스틱스,현금의 증감,현금및현금성자산의증가,2025,-139871000000
쿠팡이츠,Ⅰ. 매출액,영업수익,2024,1881920000000
쿠팡이츠,Ⅰ. 매출액,영업수익,2025,2900590000000
쿠팡이츠,Ⅳ. 판매비와 관리비,영업비용,2024,1860260000000
쿠팡이츠,Ⅳ. 판매비와 관리비,영업비용,2025,2818820000000
쿠팡이츠,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2024,21658602000
쿠팡이츠,Ⅴ. 영업손익(Ⅲ - Ⅳ),영업이익,2025,81768017000
쿠팡이츠,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2024,22812973000
쿠팡이츠,Ⅷ. 당기순손익(Ⅴ+Ⅵ-Ⅶ),당기순이익,2025,61432869000
쿠팡이츠,① 인건비,인건비,2024,1100420000000
쿠팡이츠,① 인건비,인건비,2025,1350410000000
쿠팡이츠,③ 지급/용역수수료,서비스이용수수료,2024,746895000000
쿠팡이츠,③ 지급/용역수수료,서비스이용수수료,2025,1451320000000
쿠팡이츠,④ 광고선전비,광고선전비,2024,7824658000
쿠팡이츠,④ 광고선전비,광고선전비,2025,9594045000
쿠팡이츠,⑥ 감가상각비,감가상각비와무형자산상각비,2024,2074598000
쿠팡이츠,⑥ 감가상각비,감가상각비와무형자산상각비,2025,2134586000
쿠팡이츠,⑦ 물류/운반비,운반및임차료,2024,750717000
쿠팡이츠,⑦ 물류/운반비,운반및임차료,2025,499133000
쿠팡이츠,⑨ 기타판관비,기타,2024,1788391000
쿠팡이츠,⑨ 기타판관비,기타,2025,2127254000
쿠팡이츠,⑨ 기타판관비,세금과공과,2024,189978000
쿠팡이츠,⑨ 기타판관비,세금과공과,2025,2225126000
쿠팡이츠,⑨ 기타판관비,소모품등매입,2024,310735000
쿠팡이츠,⑨ 기타판관비,소모품등매입,2025,505105000
쿠팡이츠,리스부채,비유동리스부채,2024,70507000
쿠팡이츠,리스부채,비유동리스부채,2025,3640378000
쿠팡이츠,리스부채,유동리스부채,2024,890605000
쿠팡이츠,리스부채,유동리스부채,2025,970353000
쿠팡이츠,부채총계,부채총계,2024,136752000000
쿠팡이츠,부채총계,부채총계,2025,200810000000
쿠팡이츠,사용권자산,사용권자산,2024,912661000
쿠팡이츠,사용권자산,사용권자산,2025,4609954000
쿠팡이츠,순운전자본+,기타유동금융자산,2024,1310849000
쿠팡이츠,순운전자본+,기타유동금융자산,2025,18019050000
쿠팡이츠,순운전자본+,매출채권,2024,125534000000
쿠팡이츠,순운전자본+,매출채권,2025,171975000000
쿠팡이츠,순운전자본+,현금및현금성자산,2024,42985055000
쿠팡이츠,순운전자본+,현금및현금성자산,2025,101070000000
쿠팡이츠,순운전자본-,매입채무및기타채무,2024,96328919000
쿠팡이츠,순운전자본-,매입채무및기타채무,2025,140125000000
쿠팡이츠,영업활동현금흐름,영업활동으로인한현금흐름,2024,12933052000
쿠팡이츠,영업활동현금흐름,영업활동으로인한현금흐름,2025,59745757000
